unidade,categoria,ano_mes,faturamento_categoria,percentual_perda,valor_perda,meta_percentual
U003,Frios e Laticínios,2023-12,382461.79,4.83,18472.9,2.0
U003,Frios e Laticínios,2024-01,397060.33,4.43,17589.77,2.0
U003,Frios e Laticínios,2024-02,448068.36,4.84,21686.51,2.0
U003,Frios e Laticínios,2024-03,365748.84,4.13,15105.43,2.0
U003,Frios e Laticínios,2024-04,451498.25,4.15,18737.18,2.0
U003,Frios e Laticínios,2024-05,404425.17,3.81,15408.6,2.0
U003,Frios e Laticínios,2024-06,466536.15,3.69,17215.18,2.0
U003,Frios e Laticínios,2024-07,372420.57,3.94,14673.37,2.0
U003,Frios e Laticínios,2024-08,415109.58,3.28,13615.59,2.0
U003,Frios e Laticínios,2024-09,446466.25,3.62,16162.08,2.0
U003,Frios e Laticínios,2024-10,385331.48,2.98,11482.88,2.0
U003,Frios e Laticínios,2024-11,416972.86,3.43,14302.17,2.0
U003,Frios e Laticínios,2024-12,403833.74,2.88,11630.41,2.0
U003,Frios e Laticínios,2025-01,404446.53,3.31,13387.18,2.0
U003,Frios e Laticínios,2025-02,410209.08,2.8,11485.85,2.0
U003,Frios e Laticínios,2025-03,475403.11,2.52,11980.16,2.0
U003,Frios e Laticínios,2025-04,411057.61,2.79,11468.51,2.0
U003,Frios e Laticínios,2025-05,457889.79,2.06,9432.53,2.0
U003,Frios e Laticínios,2025-06,365041.28,1.91,6972.29,2.0
U003,Mercearia,2023-06,418768.47,2.24,9380.41,2.0
U003,Mercearia,2023-07,416513.7,2.13,8871.74,2.0
U003,Mercearia,2023-08,423545.09,2.11,8936.8,2.0
U003,Mercearia,2023-09,366192.99,1.65,6042.18,2.0
U003,Mercearia,2023-10,446657.15,1.81,8084.49,2.0
U003,Mercearia,2023-11,375732.57,1.94,7289.21,2.0
U003,Mercearia,2023-12,411965.61,1.74,7168.2,2.0
U003,Mercearia,2024-01,383042.59,1.62,6205.29,2.0
U003,Mercearia,2024-02,431291.86,1.46,6296.86,2.0
U003,Mercearia,2024-03,378273.37,1.71,6468.47,2.0
U003,Mercearia,2024-04,467761.75,1.45,6782.55,2.0
U003,Mercearia,2024-05,389658.22,1.6,6234.53,2.0
U003,Mercearia,2024-06,485538.31,1.2,5826.46,2.0
U003,Mercearia,2024-07,426351.83,1.48,6310.01,2.0
U003,Mercearia,2024-08,483364.43,1.08,5220.34,2.0
U003,Mercearia,2024-09,480542.68,1.15,5526.24,2.0
U003,Mercearia,2024-10,470300.03,1.17,5502.51,2.0
U003,Mercearia,2024-11,465320.43,0.97,4513.61,2.0
U003,Mercearia,2024-12,416290.87,0.94,3913.13,2.0
U003,Mercearia,2025-01,470895.56,1.07,5038.58,2.0
U003,Mercearia,2025-02,392331.88,0.83,3256.35,2.0
U003,Mercearia,2025-03,430871.9,0.84,3619.32,2.0
U003,Mercearia,2025-04,380107.29,0.78,2964.84,2.0
U003,Mercearia,2025-05,457484.92,0.7,3202.39,2.0
U003,Mercearia,2025-06,369569.88,0.78,2882.65,2.0
U003,Bebidas,2023-06,461673.59,1.53,7063.61,2.0
U003,Bebidas,2023-07,472054.83,1.26,5947.89,2.0
U003,Bebidas,2023-08,441366.83,1.26,5561.22,2.0
U003,Bebidas,2023-09,444905.45,1.4,6228.68,2.0
U003,Bebidas,2023-10,418294.95,1.26,5270.52,2.0
U003,Bebidas,2023-11,419023.69,1.33,5573.02,2.0
U003,Bebidas,2023-12,421730.07,1.32,5566.84,2.0
U003,Bebidas,2024-01,367291.11,1.19,4370.76,2.0
U003,Bebidas,2024-02,427221.63,1.22,5212.1,2.0
U003,Bebidas,2024-03,462458.38,1.04,4809.57,2.0
U003,Bebidas,2024-04,423208.59,1.19,5036.18,2.0
U003,Bebidas,2024-05,425128.14,0.95,4038.72,2.0
U003,Bebidas,2024-06,380801.47,0.89,3389.13,2.0
U003,Bebidas,2024-07,376077.4,0.95,3572.74,2.0
U003,Bebidas,2024-08,429877.87,0.92,3954.88,2.0
U003,Bebidas,2024-09,446113.33,0.77,3435.07,2.0
U003,Bebidas,2024-10,458590.31,0.74,3393.57,2.0
U003,Bebidas,2024-11,430047.65,0.88,3784.42,2.0
U003,Bebidas,2024-12,429075.95,0.67,2874.81,2.0
U003,Bebidas,2025-01,486540.17,0.7,3405.78,2.0
U003,Bebidas,2025-02,474480.44,0.61,2894.33,2.0
U003,Bebidas,2025-03,458410.85,0.74,3392.24,2.0
U003,Bebidas,2025-04,389190.94,0.66,2568.66,2.0
U003,Bebidas,2025-05,427526.14,0.65,2778.92,2.0
U003,Bebidas,2025-06,482062.44,0.6,2892.37,2.0
U003,Congelados,2023-06,465649.05,2.7,12572.52,2.0
U003,Congelados,2023-07,372709.23,3.3,12299.4,2.0
U003,Congelados,2023-08,461508.83,2.71,12506.89,2.0
U003,Congelados,2023-09,479554.79,2.47,11845.0,2.0
U003,Congelados,2023-10,469152.0,2.49,11681.88,2.0
U003,Congelados,2023-11,428856.59,2.32,9949.47,2.0
U003,Congelados,2023-12,391070.14,2.83,11067.28,2.0
U003,Congelados,2024-01,429343.75,2.26,9703.17,2.0
U003,Congelados,2024-02,369021.39,2.22,8192.27,2.0
U003,Congelados,2024-03,385015.2,2.05,7892.81,2.0
U003,Congelados,2024-04,451673.14,2.47,11156.33,2.0
U003,Congelados,2024-05,385981.12,2.36,9109.15,2.0
U003,Congelados,2024-06,379081.55,2.2,8339.79,2.0
U003,Congelados,2024-07,446098.12,1.96,8743.52,2.0
U003,Congelados,2024-08,476522.41,1.78,8482.1,2.0
U003,Congelados,2024-09,438862.76,1.81,7943.42,2.0
U003,Congelados,2024-10,377735.42,1.9,7176.97,2.0
U003,Congelados,2024-11,445256.94,1.86,8281.78,2.0
U003,Congelados,2024-12,466843.36,1.49,6955.97,2.0
U003,Congelados,2025-01,491635.49,1.35,6637.08,2.0
U003,Congelados,2025-02,410603.75,1.41,5789.51,2.0
U003,Congelados,2025-03,421150.5,1.4,5896.11,2.0
U003,Congelados,2025-04,459890.75,1.09,5012.81,2.0
U003,Congelados,2025-05,469691.7,0.98,4602.98,2.0
U003,Congelados,2025-06,446473.44,0.97,4330.79,2.0
U004,Hortifruti,2023-06,175844.76,10.31,18129.59,2.0
U004,Hortifruti,2023-07,161793.37,9.19,14868.81,2.0
U004,Hortifruti,2023-08,147452.22,7.24,10675.54,2.0
U004,Hortifruti,2023-09,177396.96,7.4,13127.38,2.0
U004,Hortifruti,2023-10,172080.58,7.86,13525.53,2.0
U004,Hortifruti,2023-11,152504.06,8.7,13267.85,2.0
U004,Hortifruti,2023-12,179302.72,6.92,12407.75,2.0
U004,Hortifruti,2024-01,145848.8,6.25,9115.55,2.0
U004,Hortifruti,2024-02,151184.36,6.74,10189.83,2.0
U004,Hortifruti,2024-03,157247.6,6.51,10236.82,2.0
U004,Hortifruti,2024-04,176010.43,6.73,11845.5,2.0
U004,Hortifruti,2024-05,177802.09,5.76,10241.4,2.0
U004,Hortifruti,2024-06,152644.22,6.03,9204.45,2.0
U004,Hortifruti,2024-07,158241.68,6.6,10443.95,2.0
U004,Hortifruti,2024-08,150641.38,5.0,7532.07,2.0
U004,Hortifruti,2024-09,190523.26,5.57,10612.15,2.0
U004,Hortifruti,2024-10,166386.15,5.53,9201.15,2.0
U004,Hortifruti,2024-11,146305.51,4.51,6598.38,2.0
U004,Hortifruti,2024-12,174634.17,4.81,8399.9,2.0
U004,Hortifruti,2025-01,178916.78,4.17,7460.83,2.0
U004,Hortifruti,2025-02,193910.94,4.06,7872.78,2.0
U004,Hortifruti,2025-03,158494.13,4.15,6577.51,2.0
U004,Hortifruti,2025-04,147977.24,4.08,6037.47,2.0
U004,Hortifruti,2025-05,166593.71,3.43,5714.16,2.0
U004,Hortifruti,2025-06,148716.64,2.9,4312.78,2.0
U004,Açougue,2023-06,146349.43,7.04,10303.0,2.0
U004,Açougue,2023-07,194104.49,6.42,12461.51,2.0
U004,Açougue,2023-08,155975.23,5.49,8563.04,2.0
U004,Açougue,2023-09,171785.91,6.17,10599.19,2.0
U004,Açougue,2023-10,187545.3,6.04,11327.74,2.0
U004,Açougue,2023-11,161625.39,5.07,8194.41,2.0
U004,Açougue,2023-12,148208.1,5.12,7588.25,2.0
U004,Açougue,2024-01,185981.53,5.88,10935.71,2.0
U004,Açougue,2024-02,146040.83,5.42,7915.41,2.0
U004,Açougue,2024-03,184038.21,5.42,9974.87,2.0
U004,Açougue,2024-04,183861.68,4.69,8623.11,2.0
U004,Açougue,2024-05,157334.49,4.5,7080.05,2.0
U004,Açougue,2024-06,157660.97,3.87,6101.48,2.0
U004,Açougue,2024-07,162969.4,3.63,5915.79,2.0
U004,Açougue,2024-08,181462.76,4.34,7875.48,2.0
U004,Açougue,2024-09,182315.19,4.26,7766.63,2.0
U004,Açougue,2024-10,174194.8,3.42,5957.46,2.0
U004,Açougue,2024-11,186263.14,3.44,6407.45,2.0
U004,Açougue,2024-12,159358.09,3.35,5338.5,2.0
U004,Açougue,2025-01,195350.1,3.29,6427.02,2.0
U004,Açougue,2025-02,190973.75,2.73,5213.58,2.0
U004,Açougue,2025-03,159104.67,2.4,3818.51,2.0
U004,Açougue,2025-04,183970.9,2.42,4452.1,2.0
U004,Açougue,2025-05,184087.78,2.78,5117.64,2.0
U004,Açougue,2025-06,190979.9,2.16,4125.17,2.0
U004,Padaria,2023-06,158014.34,7.11,11234.82,2.0
U004,Padaria,2023-07,178150.08,8.19,14590.49,2.0
U004,Padaria,2023-08,179926.43,7.5,13494.48,2.0
U004,Padaria,2023-09,169859.64,7.88,13384.94,2.0
U004,Padaria,2023-10,181591.79,7.37,13383.31,2.0
U004,Padaria,2023-11,168199.58,7.18,12076.73,2.0
U004,Padaria,2023-12,175046.08,6.7,11728.09,2.0
U004,Padaria,2024-01,156615.4,5.73,8974.06,2.0
U004,Padaria,2024-02,149715.55,6.09,9117.68,2.0
U004,Padaria,2024-03,153150.6,6.37,9755.69,2.0
U004,Padaria,2024-04,151200.6,4.69,7091.31,2.0
U004,Padaria,2024-05,163450.13,5.94,9708.94,2.0
U004,Padaria,2024-06,147191.96,4.52,6653.08,2.0
U004,Padaria,2024-07,181335.01,4.19,7597.94,2.0
U004,Padaria,2024-08,181560.4,4.84,8787.52,2.0
U004,Padaria,2024-09,149096.5,4.77,7111.9,2.0
U004,Padaria,2024-10,164403.74,4.37,7184.44,2.0
U004,Padaria,2024-11,187863.26,4.43,8322.34,2.0
U004,Padaria,2024-12,149105.92,4.29,6396.64,2.0
U004,Padaria,2025-01,192741.02,4.04,7786.74,2.0
U004,Padaria,2025-02,151223.1,3.9,5897.7,2.0
U004,Padaria,2025-03,151472.73,2.95,4468.45,2.0
U004,Padaria,2025-04,189311.17,2.61,4941.02,2.0
U004,Padaria,2025-05,178328.88,3.09,5510.36,2.0
U004,Padaria,2025-06,178193.31,2.88,5131.97,2.0
U004,Frios e Laticínios,2023-06,150850.82,5.62,8477.82,2.0
U004,Frios e Laticínios,2023-07,184664.43,5.13,9473.29,2.0
U004,Frios e Laticínios,2023-08,162127.14,5.17,8381.97,2.0
U004,Frios e Laticínios,2023-09,146790.09,5.39,7911.99,2.0
U004,Frios e Laticínios,2023-10,160247.65,4.96,7948.28,2.0
U004,Frios e Laticínios,2023-11,164641.25,5.52,9088.2,2.0
U004,Frios e Laticínios,2023-12,195291.39,4.75,9276.34,2.0
U004,Frios e Laticínios,2024-01,189499.41,4.87,9228.62,2.0
U004,Frios e Laticínios,2024-02,147307.61,4.87,7173.88,2.0
U004,Frios e Laticínios,2024-03,168160.26,4.42,7432.68,2.0
U004,Frios e Laticínios,2024-04,163548.77,4.73,7735.86,2.0
U004,Frios e Laticínios,2024-05,173376.71,4.47,7749.94,2.0
U004,Frios e Laticínios,2024-06,190058.02,3.71,7051.15,2.0
U004,Frios e Laticínios,2024-07,187876.0,3.41,6406.57,2.0
U004,Frios e Laticínios,2024-08,145781.09,3.36,4898.24,2.0
U004,Frios e Laticínios,2024-09,184912.17,3.24,5991.15,2.0
U004,Frios e Laticínios,2024-10,145938.6,3.89,5677.01,2.0
U004,Frios e Laticínios,2024-11,170990.61,3.23,5523.0,2.0
U004,Frios e Laticínios,2024-12,155203.84,3.35,5199.33,2.0
U004,Frios e Laticínios,2025-01,163569.55,2.91,4759.87,2.0
U004,Frios e Laticínios,2025-02,159115.29,3.02,4805.28,2.0
U004,Frios e Laticínios,2025-03,160306.1,2.93,4696.97,2.0
U004,Frios e Laticínios,2025-04,181687.5,2.22,4033.46,2.0
U004,Frios e Laticínios,2025-05,151367.48,2.26,3420.91,2.0
U004,Frios e Laticínios,2025-06,149873.96,2.19,3282.24,2.0
U004,Mercearia,2023-06,181568.14,2.17,3940.03,2.0
U004,Mercearia,2023-07,178007.94,2.11,3755.97,2.0
U004,Mercearia,2023-08,166351.06,1.81,3010.95,2.0
U004,Mercearia,2023-09,191506.67,1.78,3408.82,2.0
U004,Mercearia,2023-10,191405.94,1.56,2985.93,2.0
U004,Mercearia,2023-11,156314.58,1.48,2313.46,2.0
U004,Mercearia,2023-12,192062.52,1.56,2996.18,2.0
U004,Mercearia,2024-01,165221.41,1.62,2676.59,2.0
U004,Mercearia,2024-02,157726.74,1.75,2760.22,2.0
U004,Mercearia,2024-03,173050.86,1.49,2578.46,2.0
U004,Mercearia,2024-04,184439.46,1.57,2895.7,2.0
U004,Mercearia,2024-05,163636.39,1.47,2405.45,2.0
U004,Mercearia,2024-06,153702.52,1.28,1967.39,2.0
U004,Mercearia,2024-07,179765.15,1.43,2570.64,2.0
U004,Mercearia,2024-08,154434.03,1.33,2053.97,2.0
U004,Mercearia,2024-09,185490.95,1.17,2170.24,2.0
U004,Mercearia,2024-10,152197.22,1.16,1765.49,2.0
U004,Mercearia,2024-11,191235.03,1.07,2046.21,2.0
U004,Mercearia,2024-12,155566.65,0.94,1462.33,2.0
U004,Mercearia,2025-01,181877.12,0.91,1655.08,2.0
U004,Mercearia,2025-02,153664.85,1.01,1552.01,2.0
U004,Mercearia,2025-03,158447.02,0.77,1220.04,2.0
U004,Mercearia,2025-04,172569.19,0.77,1328.78,2.0
U004,Mercearia,2025-05,162586.72,0.68,1105.59,2.0
U004,Mercearia,2025-06,195864.76,0.63,1233.95,2.0
U004,Bebidas,2023-06,150950.05,1.6,2415.2,2.0
U004,Bebidas,2023-07,150941.38,1.66,2505.63,2.0
U004,Bebidas,2023-08,196311.4,1.37,2689.47,2.0
U004,Bebidas,2023-09,183426.48,1.5,2751.4,2.0
U004,Bebidas,2023-10,155804.11,1.31,2041.03,2.0
U004,Bebidas,2023-11,151210.44,1.35,2041.34,2.0
U004,Bebidas,2023-12,165686.12,1.15,1905.39,2.0
U004,Bebidas,2024-01,166235.37,1.05,1745.47,2.0
U004,Bebidas,2024-02,181376.88,1.28,2321.62,2.0
U004,Bebidas,2024-03,178236.57,1.13,2014.07,2.0
U004,Bebidas,2024-04,153007.5,1.08,1652.48,2.0
U004,Bebidas,2024-05,166528.12,1.09,1815.16,2.0
U004,Bebidas,2024-06,192411.63,1.09,2097.29,2.0
U004,Bebidas,2024-07,175233.16,0.95,1664.72,2.0
U004,Bebidas,2024-08,167373.68,1.0,1673.74,2.0
U004,Bebidas,2024-09,182857.01,0.82,1499.43,2.0
U004,Bebidas,2024-10,185522.49,0.95,1762.46,2.0
U004,Bebidas,2024-11,189554.26,0.86,1630.17,2.0
U004,Bebidas,2024-12,178707.71,0.81,1447.53,2.0
U004,Bebidas,2025-01,161812.16,0.72,1165.05,2.0
U004,Bebidas,2025-02,150747.44,0.71,1070.31,2.0
U004,Bebidas,2025-03,185950.87,0.63,1171.49,2.0
U004,Bebidas,2025-04,178094.47,0.65,1157.61,2.0
U004,Bebidas,2025-05,167498.39,0.52,870.99,2.0
U004,Bebidas,2025-06,177680.68,0.52,923.94,2.0
U004,Congelados,2023-06,180441.17,2.92,5268.88,2.0
U004,Congelados,2023-07,155128.91,3.3,5119.25,2.0
U004,Congelados,2023-08,185734.94,2.97,5516.33,2.0
U004,Congelados,2023-09,170906.07,2.66,4546.1,2.0
U004,Congelados,2023-10,147676.06,3.06,4518.89,2.0
U004,Congelados,2023-11,153986.19,2.63,4049.84,2.0
U004,Congelados,2023-12,194087.37,2.72,5279.18,2.0
U004,Congelados,2024-01,150913.05,2.45,3697.37,2.0
U004,Congelados,2024-02,173538.96,2.4,4164.94,2.0
U004,Congelados,2024-03,172055.55,2.42,4163.74,2.0
U004,Congelados,2024-04,188347.82,2.28,4294.33,2.0
U004,Congelados,2024-05,166817.93,2.12,3536.54,2.0
U004,Congelados,2024-06,156518.88,2.3,3599.93,2.0
U004,Congelados,2024-07,165899.64,2.05,3400.94,2.0
U004,Congelados,2024-08,152008.87,2.01,3055.38,2.0
U004,Congelados,2024-09,163995.75,2.04,3345.51,2.0
U004,Congelados,2024-10,159824.09,1.47,2349.41,2.0
U004,Congelados,2024-11,146398.71,1.57,2298.46,2.0
U004,Congelados,2024-12,167342.42,1.5,2510.14,2.0
U004,Congelados,2025-01,163823.57,1.54,2522.88,2.0
U004,Congelados,2025-02,157256.26,1.28,2012.88,2.0
U004,Congelados,2025-03,194053.61,1.39,2697.35,2.0
U004,Congelados,2025-04,156972.68,1.22,1915.07,2.0
U004,Congelados,2025-05,165872.37,1.23,2040.23,2.0
U004,Congelados,2025-06,152363.96,0.96,1462.69,2.0
U005,Hortifruti,2023-06,187349.44,9.75,18266.57,2.0
U005,Hortifruti,2023-07,169842.44,9.11,15472.65,2.0
U005,Hortifruti,2023-08,157336.46,8.67,13641.07,2.0
U005,Hortifruti,2023-09,163875.35,9.42,15437.06,2.0
U005,Hortifruti,2023-10,187820.87,8.36,15701.82,2.0
U005,Hortifruti,2023-11,169788.05,8.52,14465.94,2.0
U005,Hortifruti,2023-12,173910.91,7.07,12295.5,2.0
U005,Hortifruti,2024-01,188592.57,6.47,12201.94,2.0
U005,Hortifruti,2024-02,189463.01,6.74,12769.81,2.0
U005,Hortifruti,2024-03,165059.07,6.33,10448.24,2.0
U005,Hortifruti,2024-04,167628.23,6.08,10191.8,2.0
U005,Hortifruti,2024-05,145852.89,5.72,8342.79,2.0
U005,Hortifruti,2024-06,160176.6,6.48,10379.44,2.0
U005,Hortifruti,2024-07,161236.47,5.39,8690.65,2.0
U005,Hortifruti,2024-08,167751.08,5.55,9310.18,2.0
U005,Hortifruti,2024-09,179619.31,5.56,9986.83,2.0
U005,Hortifruti,2024-10,193477.35,4.89,9461.04,2.0
U005,Hortifruti,2024-11,148648.95,5.37,7982.45,2.0
U005,Hortifruti,2024-12,192298.59,5.07,9749.54,2.0
U005,Hortifruti,2025-01,152934.95,4.74,7249.12,2.0
U005,Hortifruti,2025-02,178276.92,4.54,8093.77,2.0
U005,Hortifruti,2025-03,146304.64,3.32,4857.31,2.0
U005,Hortifruti,2025-04,179449.2,4.13,7411.25,2.0
U005,Hortifruti,2025-05,150934.9,3.14,4739.36,2.0
U005,Hortifruti,2025-06,157730.13,2.81,4432.22,2.0
U005,Açougue,2023-06,163531.41,7.04,11512.61,2.0
U005,Açougue,2023-07,192210.2,5.67,10898.32,2.0
U005,Açougue,2023-08,154349.8,6.69,10326.0,2.0
U005,Açougue,2023-09,177001.74,6.67,11806.02,2.0
U005,Açougue,2023-10,180092.12,6.28,11309.79,2.0
U005,Açougue,2023-11,186243.8,6.28,11696.11,2.0
U005,Açougue,2023-12,155864.77,6.0,9351.89,2.0
U005,Açougue,2024-01,173012.34,5.57,9636.79,2.0
U005,Açougue,2024-02,168270.15,5.46,9187.55,2.0
U005,Açougue,2024-03,174260.42,5.48,9549.47,2.0
U005,Açougue,2024-04,157757.61,4.4,6941.33,2.0
U005,Açougue,2024-05,171072.52,4.07,6962.65,2.0
U005,Açougue,2024-06,169736.27,3.81,6466.95,2.0
U005,Açougue,2024-07,170984.86,3.76,6429.03,2.0
U005,Açougue,2024-08,173462.2,4.03,6990.53,2.0
U005,Açougue,2024-09,146054.06,4.28,6251.11,2.0
U005,Açougue,2024-10,169780.82,4.06,6893.1,2.0
U005,Açougue,2024-11,179929.74,3.57,6423.49,2.0
U005,Açougue,2024-12,164997.83,3.67,6055.42,2.0
U005,Açougue,2025-01,195117.27,3.08,6009.61,2.0
U005,Açougue,2025-02,178476.39,2.6,4640.39,2.0
U005,Açougue,2025-03,147181.52,2.92,4297.7,2.0
U005,Açougue,2025-04,180818.81,2.71,4900.19,2.0
U005,Açougue,2025-05,162709.15,2.77,4507.04,2.0
U005,Açougue,2025-06,171975.03,2.6,4471.35,2.0
U005,Padaria,2023-06,191874.6,7.47,14333.03,2.0
U005,Padaria,2023-07,182649.47,6.28,11470.39,2.0
U005,Padaria,2023-08,163128.34,7.36,12006.25,2.0
U005,Padaria,2023-09,164545.29,7.64,12571.26,2.0
U005,Padaria,2023-10,172741.93,6.64,11470.06,2.0
U005,Padaria,2023-11,156551.59,7.01,10974.27,2.0
U005,Padaria,2023-12,167437.13,6.16,10314.13,2.0
U005,Padaria,2024-01,188231.56,6.18,11632.71,2.0
U005,Padaria,2024-02,188283.47,5.51,10374.42,2.0
U005,Padaria,2024-03,171621.39,5.51,9456.34,2.0
U005,Padaria,2024-04,171758.95,5.09,8742.53,2.0
U005,Padaria,2024-05,179377.33,6.02,10798.52,2.0
U005,Padaria,2024-06,162731.81,5.51,8966.52,2.0
U005,Padaria,2024-07,161102.72,4.59,7394.61,2.0
U005,Padaria,2024-08,178362.22,4.78,8525.71,2.0
U005,Padaria,2024-09,147774.06,4.83,7137.49,2.0
U005,Padaria,2024-10,191259.5,4.53,8664.06,2.0
U005,Padaria,2024-11,148270.26,4.1,6079.08,2.0
U005,Padaria,2024-12,146033.69,3.61,5271.82,2.0
U005,Padaria,2025-01,193102.18,3.3,6372.37,2.0
U005,Padaria,2025-02,179555.07,3.55,6374.2,2.0
U005,Padaria,2025-03,192505.14,3.51,6756.93,2.0
U005,Padaria,2025-04,177430.24,3.13,5553.57,2.0
U005,Padaria,2025-05,181529.32,2.94,5336.96,2.0
U005,Padaria,2025-06,180736.08,2.7,4879.87,2.0
U005,Frios e Laticínios,2023-06,180017.25,5.48,9864.95,2.0
U005,Frios e Laticínios,2023-07,184937.56,5.76,10652.4,2.0
U005,Frios e Laticínios,2023-08,155038.19,5.0,7751.91,2.0
U005,Frios e Laticínios,2023-09,185547.51,4.75,8813.51,2.0
U005,Frios e Laticínios,2023-10,179436.9,6.01,10784.16,2.0
U005,Frios e Laticínios,2023-11,188019.98,4.98,9363.4,2.0
U005,Frios e Laticínios,2023-12,174622.36,5.46,9534.38,2.0
U005,Frios e Laticínios,2024-01,161247.79,4.51,7272.28,2.0
U005,Frios e Laticínios,2024-02,162093.11,4.59,7440.07,2.0
U005,Frios e Laticínios,2024-03,178719.34,4.44,7935.14,2.0
U005,Frios e Laticínios,2024-04,148523.2,4.94,7337.05,2.0
U005,Frios e Laticínios,2024-05,147739.51,4.3,6352.8,2.0
U005,Frios e Laticínios,2024-06,187388.49,3.59,6727.25,2.0
U005,Frios e Laticínios,2024-07,192958.1,3.98,7679.73,2.0
U005,Frios e Laticínios,2024-08,146440.99,3.67,5374.38,2.0
U005,Frios e Laticínios,2024-09,176158.5,3.44,6059.85,2.0
U005,Frios e Laticínios,2024-10,196154.63,3.85,7551.95,2.0
U005,Frios e Laticínios,2024-11,166924.31,3.21,5358.27,2.0
U005,Frios e Laticínios,2024-12,178860.3,2.71,4847.11,2.0
U005,Frios e Laticínios,2025-01,153519.3,2.66,4083.61,2.0
U005,Frios e Laticínios,2025-02,145960.28,2.35,3430.07,2.0
U005,Frios e Laticínios,2025-03,151971.64,2.73,4148.83,2.0
U005,Frios e Laticínios,2025-04,150247.16,2.76,4146.82,2.0
U005,Frios e Laticínios,2025-05,152346.95,2.51,3823.91,2.0
U005,Frios e Laticínios,2025-06,182709.48,1.8,3288.77,2.0
U005,Mercearia,2023-06,183440.1,1.85,3393.64,2.0
U005,Mercearia,2023-07,148292.85,1.76,2609.95,2.0
U005,Mercearia,2023-08,182411.25,2.05,3739.43,2.0
U005,Mercearia,2023-09,183242.83,2.03,3719.83,2.0
U005,Mercearia,2023-10,178043.48,1.56,2777.48,2.0
U005,Mercearia,2023-11,169401.24,1.84,3116.98,2.0
U005,Mercearia,2023-12,158779.74,1.89,3000.94,2.0
U005,Mercearia,2024-01,182599.38,1.85,3378.09,2.0
U005,Mercearia,2024-02,146471.81,1.34,1962.72,2.0
U005,Mercearia,2024-03,187749.09,1.58,2966.44,2.0
U005,Mercearia,2024-04,161711.79,1.27,2053.74,2.0
U005,Mercearia,2024-05,154251.28,1.5,2313.77,2.0
U005,Mercearia,2024-06,170725.46,1.5,2560.88,2.0
U005,Mercearia,2024-07,164617.66,1.12,1843.72,2.0
U005,Mercearia,2024-08,168277.22,1.27,2137.12,2.0
U005,Mercearia,2024-09,153166.62,1.25,1914.58,2.0
U005,Mercearia,2024-10,164396.52,1.23,2022.08,2.0
U005,Mercearia,2024-11,178099.2,1.13,2012.52,2.0
U005,Mercearia,2024-12,165552.21,1.0,1655.52,2.0
U005,Mercearia,2025-01,194310.27,1.05,2040.26,2.0
U005,Mercearia,2025-02,174864.85,0.99,1731.16,2.0
U005,Mercearia,2025-03,148832.8,0.81,1205.55,2.0
U005,Mercearia,2025-04,181882.24,0.92,1673.32,2.0
U005,Mercearia,2025-05,162790.63,0.83,1351.16,2.0
U005,Mercearia,2025-06,195983.04,0.72,1411.08,2.0
U005,Bebidas,2023-06,176629.92,1.65,2914.39,2.0
U005,Bebidas,2023-07,167754.61,1.38,2315.01,2.0
U005,Bebidas,2023-08,165086.24,1.58,2608.36,2.0
U005,Bebidas,2023-09,176663.08,1.45,2561.61,2.0
U005,Bebidas,2023-10,187241.9,1.5,2808.63,2.0
U005,Bebidas,2023-11,145800.94,1.21,1764.19,2.0
U005,Bebidas,2023-12,167442.86,1.17,1959.08,2.0
U005,Bebidas,2024-01,187679.29,1.25,2345.99,2.0
U005,Bebidas,2024-02,147889.54,1.31,1937.35,2.0
U005,Bebidas,2024-03,187461.55,1.25,2343.27,2.0
U005,Bebidas,2024-04,175126.71,1.21,2119.03,2.0
U005,Bebidas,2024-05,189489.39,0.98,1857.0,2.0
U005,Bebidas,2024-06,180924.28,1.11,2008.26,2.0
U005,Bebidas,2024-07,163552.45,1.09,1782.72,2.0
U005,Bebidas,2024-08,174188.97,0.82,1428.35,2.0
U005,Bebidas,2024-09,156022.14,0.97,1513.41,2.0
U005,Bebidas,2024-10,193631.45,0.91,1762.05,2.0
U005,Bebidas,2024-11,176926.19,0.74,1309.25,2.0
U005,Bebidas,2024-12,169645.18,0.81,1374.13,2.0
U005,Bebidas,2025-01,158814.92,0.66,1048.18,2.0
U005,Bebidas,2025-02,186428.48,0.74,1379.57,2.0
U005,Bebidas,2025-03,150224.62,0.64,961.44,2.0
U005,Bebidas,2025-04,185425.69,0.66,1223.81,2.0
U005,Bebidas,2025-05,175521.79,0.52,912.71,2.0
U005,Bebidas,2025-06,191233.41,0.59,1128.28,2.0
U005,Congelados,2023-06,170224.43,3.02,5140.78,2.0
U005,Congelados,2023-07,155442.07,3.0,4663.26,2.0
U005,Congelados,2023-08,155007.08,2.58,3999.18,2.0
U005,Congelados,2023-09,164373.9,2.92,4799.72,2.0
U005,Congelados,2023-10,166413.84,2.73,4543.1,2.0
U005,Congelados,2023-11,153377.61,2.61,4003.16,2.0
U005,Congelados,2023-12,196995.85,2.17,4274.81,2.0
U005,Congelados,2024-01,151171.8,2.34,3537.42,2.0
U005,Congelados,2024-02,186206.45,2.44,4543.44,2.0
U005,Congelados,2024-03,176428.07,2.03,3581.49,2.0
U005,Congelados,2024-04,172429.21,2.09,3603.77,2.0
U005,Congelados,2024-05,147441.21,1.8,2653.94,2.0
